1674439200000,1638.6158632090192
1674442800000,1642.3491328885952
1674446400000,1632.7193999937906
1674450000000,1637.326254486055
1674453600000,1633.6435374277598
1674486000000,1619.2498798965526
1674500400000,1633.904391810555
1674507600000,1633.1749352079837
1674514800000,1628.908346914139
1674525600000,1638.6424755533703
1674540000000,1639.1850016763958
1674543600000,1637.674023697365
1674547200000,1637.2358507722595
1674558000000,1625.6937727860336
1674561600000,1625.7099310188182
1674565200000,1629.774722431829
1674572400000,1619.0820338031012
1674586800000,1622.8633500363455
1674594000000,1617.6194505505546
1674619200000,1548.823669860103
1674626400000,1551.1556553344203
1674633600000,1557.366880727008
1674651600000,1561.3135998948671
1674655200000,1556.581172947366
1674669600000,1550.5044088857678
1674673200000,1556.0959382709302
1674676800000,1563.1676084819364
1674680400000,1581.6927191354391
1674684000000,1616.2900676600373
1674687600000,1595.16668019454
1674694800000,1627.7420819992162
1674734400000,1605.7553473570324
1674745200000,1606.6071979394005
1674748800000,1592.9279364666381
1674763200000,1604.8974795292759
1674766800000,1609.5918417730888
1674777600000,1603.5670125692943
1674817200000,1578.323353643675
1674820800000,1580.402415862787
1674824400000,1578.18425176872
1674835200000,1581.147597941846
1674846000000,1606.1090389715418
1674849600000,1610.8331295729786
1674853200000,1601.2023881242787
1674860400000,1594.9366970936
1674874800000,1598.7414668381052
1674885600000,1601.533142858815
1674889200000,1599.4997299475317
1674900000000,1594.449667158969
1674910800000,1585.64916072219
1674928800000,1579.5257250841407
1674939600000,1569.277823032047
1674943200000,1571.1789700431057
1674946800000,1570.462706951754
1674961200000,1594.3811109473504
1674964800000,1597.1130392564155
1674972000000,1599.6415232950033
1674975600000,1596.857491540084
1675004400000,1618.6257238717994
1675008000000,1615.8388904317114
1675011600000,1618.6316311142632
1675018800000,1632.6053691130433
1675022400000,1655.980358876381
1675033200000,1643.6523133174412
1675040400000,1647.4952231622574
1675054800000,1637.768421575576
1675080000000,1586.4185220992622
1675090800000,1596.6813492080094
1675094400000,1585.600506747028
1675105200000,1579.4017789768443
1675119600000,1563.7938567986096
1675123200000,1568.5187475200905
1675130400000,1572.6779695424368
1675137600000,1570.1357992937785
1675148400000,1567.4769921967088
1675152000000,1579.6814272482288
1675177200000,1585.9713708190072
1675191600000,1595.7101348603542
1675206000000,1591.6798544381536
1675216800000,1590.7261395344844
1675238400000,1577.2512196144776
1675252800000,1581.5167489877108
1675256400000,1580.4463942838324
1675263600000,1586.3301386307833
1675274400000,1573.2444003588043
1675278000000,1581.8468018045144
1675288800000,1638.1245573897193
1675296000000,1642.0637676913148
1675306800000,1671.305997387967
1675324800000,1665.9018894719075
1675328400000,1670.757828351977
1675342800000,1678.2783566374605
1675346400000,1673.3415353996177
1675353600000,1678.285539888289
1675368000000,1676.8260659725554
1675375200000,1648.9136966391231
1675400400000,1642.1199099338064
1675407600000,1642.0079238481069
1675411200000,1639.2813608347606
1675429200000,1652.9674224308678
1675432800000,1640.4759473222316
1675436400000,1660.007093518893
1675443600000,1662.1050797298046
1675450800000,1658.5960886933224
1675468800000,1665.1801430307069
1675494000000,1655.529766305124
1675497600000,1658.9462137010698
1675504800000,1658.9101377746229
1675515600000,1667.9957507976353
1675519200000,1684.9589285061465
1675526400000,1680.720076295252
1675537200000,1680.507939654281
1675540800000,1677.9930399865
1675548000000,1681.6567420421775
1675580400000,1670.820743898083
1675584000000,1671.1938829784824
1675605600000,1652.6226646291911
1675612800000,1648.5174353328832
1675616400000,1644.151918709448
1675623600000,1620.563182348098
1675630800000,1621.663229148819
1675634400000,1624.9667019546891
1675638000000,1638.4343838154475
1675641600000,1632.3051752531549
1675652400000,1625.6385367354846
1675666800000,1627.6461005631538
1675670400000,1636.3445830021794
1675674000000,1633.3863524599146
1675699200000,1644.8263400865915
1675702800000,1645.2796156366499
1675710000000,1645.90779239958
1675713600000,1648.3268460044446
1675738800000,1629.7773980490556
1675749600000,1636.3075727828013
1675778400000,1640.9616644178882
1675789200000,1640.5139324415977
1675792800000,1667.154705414108
1675803600000,1665.8113262868596
1675807200000,1667.9284575234321
1675814400000,1672.0967819345983
1675818000000,1686.7818928683805
1675821600000,1682.820160859453
1675832400000,1679.967796854444
1675857600000,1674.4364359481385
1675868400000,1671.2649730168828
1675882800000,1646.3372392312017
1675900800000,1652.1089527857407
1675908000000,1652.775275942864
1675929600000,1631.9168601443891
1675936800000,1635.1312877283583
1675944000000,1635.0475415695532
1675962000000,1622.7627473579087
1675965600000,1624.6028543429331
1675969200000,1623.0048554211608
1675972800000,1578.36410000017
1675976400000,1578.3989358876631
1675987200000,1546.8378795416745
1676001600000,1544.8004228493996
1676037600000,1539.1889042509656
1676041200000,1544.6891076091651
1676055600000,1529.0422271040554
1676059200000,1535.7705068553494
1676070000000,1512.9756224479306
1676077200000,1518.4059456974728
1676084400000,1518.2980375224938
1676098800000,1520.7327948046864
1676116800000,1521.994854613508
1676120400000,1521.4379989861152
1676142000000,1517.6041244180558
1676149200000,1523.0406110328827
1676163600000,1536.5350623361649
1676167200000,1536.4333969212955
1676174400000,1535.4014686429668
1676181600000,1536.0366145867079
1676185200000,1535.4178022024364
1676199600000,1539.4220497410768
1676203200000,1537.4439735579472
1676210400000,1529.0249831793433
1676239200000,1513.4468820698742
1676250000000,1521.8940951733368
1676271600000,1519.8682532581486
1676275200000,1524.4399125998027
1676300400000,1489.5986876400427
1676311200000,1473.0707740847643
1676325600000,1486.3483148213002
1676340000000,1500.428172361039
1676361600000,1507.5438791417434
1676372400000,1510.4458534007997
1676376000000,1508.6761652195248
